folder_name,camera_x,camera_y,camera_z,L_Elbow,R_Elbow,L_Knee,R_Knee,L_Shoulder,R_Shoulder,L_Hip,R_Hip
CapturedFrames_-1.0_0.5_-3.0,-1.0,0.5,-3.0,13.729492624458194,9.10226841055307,18.044529066654274,20.92400466134049,25.09310095881556,31.89091403450187,10.157650088078812,7.5554841366832415
CapturedFrames_-1.0_0.5_-4.0,-1.0,0.5,-4.0,13.574730870999622,6.949510922744976,17.717093074612595,20.23093500513747,24.14659324509416,30.198641141550365,9.181756381779104,7.818724163382538
CapturedFrames_-1.0_0.5_-5.0,-1.0,0.5,-5.0,12.770271766384234,9.3086868562166,15.770028756879377,20.798387373038103,26.862884561191546,28.91748356797356,8.560705337138483,5.933627228777409
CapturedFrames_-1.0_0.5_-6.0,-1.0,0.5,-6.0,15.198153003574227,8.477211085428834,16.18150554426109,21.703751094772848,26.913518672847974,27.862044942917482,6.3512984723212975,8.155916302847064
CapturedFrames_-1.0_0.5_3.0,-1.0,0.5,3.0,20.139442490379054,25.62700680299123,22.597539078582876,11.725385449726362,23.923352716498126,35.49382083472615,11.963410637550721,11.684568070589533
CapturedFrames_-1.0_0.5_4.0,-1.0,0.5,4.0,17.08175236637549,31.610825133226957,23.326678799971805,14.224977036088374,23.524931706872277,39.066003078675756,10.456835934550949,14.553670167051731
CapturedFrames_-1.0_0.5_5.0,-1.0,0.5,5.0,20.51490587962273,27.921814952172525,18.540184192247956,14.94313903558258,26.409533501658213,34.114285018227264,9.258584627004497,10.214229130284698
CapturedFrames_-1.0_0.5_6.0,-1.0,0.5,6.0,23.987074615522577,18.0541050877408,24.967003679225204,8.763787970083282,27.821544547531406,29.86444044213971,7.338125416210736,3.8534397223830377
CapturedFrames_-2.0_0.5_-3.0,-2.0,0.5,-3.0,16.882604132722072,7.641477345042825,13.882758247606345,18.489037651232398,32.275601591573384,34.40984644145563,12.277096462110439,12.04186623227475
CapturedFrames_-2.0_0.5_-4.0,-2.0,0.5,-4.0,19.23315900330115,6.609735413823497,11.868880289189326,16.923447010292225,27.80617817008623,34.39145158474199,11.029978340980604,8.048605634991924
CapturedFrames_-2.0_0.5_-5.0,-2.0,0.5,-5.0,17.46500837334809,8.46583670603356,14.300503887639644,14.561247025903997,34.37595680230097,32.024144481733074,11.849684896738797,9.700670119846881
CapturedFrames_-2.0_0.5_-6.0,-2.0,0.5,-6.0,20.86203132128588,8.403035341685303,14.265705807471948,19.322357016364837,33.85163532474255,28.881203181311133,11.690434480822878,8.246598418357022
CapturedFrames_-2.0_0.5_3.0,-2.0,0.5,3.0,15.713526694018874,28.04514507869011,21.589715602377144,15.550242748998754,31.283748397924843,39.66439952662367,13.850400491372636,22.054955835715948
CapturedFrames_-2.0_0.5_4.0,-2.0,0.5,4.0,12.087812068410717,27.32091175149517,22.66008975684217,11.840242579471672,25.028036741173707,39.474817331027005,14.619957716747422,22.343048275112046
CapturedFrames_-2.0_0.5_5.0,-2.0,0.5,5.0,11.145028570698537,33.09102086298826,19.422585310057805,12.292728657134173,23.330998073617096,42.63570523527713,11.273299112319302,20.10036057902894
CapturedFrames_-2.0_0.5_6.0,-2.0,0.5,6.0,19.70147388706692,27.710821095143256,29.430735454034416,12.495488378124849,25.97915248362555,39.07147927640433,21.802344447337795,10.76032782529175
CapturedFrames_-3.0_0.5_-1.0,-3.0,0.5,-1.0,13.48713340878853,5.138206097838001,13.457242212738304,14.694187668432747,33.86845198298709,35.37111234347116,13.750498469443968,14.578975691441036
CapturedFrames_-3.0_0.5_-2.0,-3.0,0.5,-2.0,16.005699352592334,5.887965953121338,12.267085623010498,15.137518606862574,31.808761343889728,35.149997324116995,14.02888234909676,12.446389645124402
CapturedFrames_-3.0_0.5_-3.0,-3.0,0.5,-3.0,16.15509656732801,4.808873695557676,12.49131796293649,16.54515631140532,35.17298171290145,32.96077612585715,13.368907728005373,12.248203830319078
CapturedFrames_-3.0_0.5_-4.0,-3.0,0.5,-4.0,16.389889741004,5.405472675113434,11.390769585664543,15.418400556848798,34.96389070695715,32.03515460001284,16.190849867197116,11.731770753790292
CapturedFrames_-3.0_0.5_-5.0,-3.0,0.5,-5.0,19.411059839212452,6.981463736184047,12.20684286988288,13.191268507592985,37.28236622488505,27.942536661744413,15.187319286372787,9.790896712049262
CapturedFrames_-3.0_0.5_-6.0,-3.0,0.5,-6.0,18.517957184810047,4.789389687210839,12.924243109099407,13.670409575832387,41.24622426352647,31.302495228964183,12.992908327211614,6.967351261879623
CapturedFrames_-3.0_0.5_0.0,-3.0,0.5,0.0,9.523603774460963,7.478888233136129,12.610464850541062,13.943023464510796,32.76108480848652,33.52188136889922,11.059527385373078,15.586641359632017
CapturedFrames_-3.0_0.5_1.0,-3.0,0.5,1.0,6.996392524428962,18.17172602177464,16.553832210391622,11.807270815460287,31.611820841990756,40.12828496821841,10.877860508505442,17.165745904248
CapturedFrames_-3.0_0.5_2.0,-3.0,0.5,2.0,7.85970512208567,25.188166058509776,15.70126189179323,9.698533075239704,29.82644650502781,42.81624588657627,9.789967994852754,22.120967170736172
CapturedFrames_-3.0_0.5_3.0,-3.0,0.5,3.0,6.324322600748847,25.21610936718886,16.745341025411502,9.189478731703183,29.811524077736145,36.412434331064,11.957307389037883,20.652125733571282
CapturedFrames_-3.0_0.5_4.0,-3.0,0.5,4.0,7.767696573774454,28.124199421612776,18.19601312004919,9.926017946905331,29.93550597603596,38.192715282250404,10.91449698617537,23.784462619255518
CapturedFrames_-3.0_0.5_5.0,-3.0,0.5,5.0,7.937927513586329,36.20038321802146,22.032597601944843,7.237637597084636,28.06129548839213,44.91163942009659,13.137039607774291,20.17124812908994
CapturedFrames_-3.0_0.5_6.0,-3.0,0.5,6.0,16.78382357986064,28.487977641965923,24.753053180440936,10.348947409147405,33.09544503152485,35.72488144507197,15.772352319098532,8.871787354355405
CapturedFrames_-4.0_0.5_-1.0,-4.0,0.5,-1.0,12.647526895720306,12.065257155379348,11.609957682146733,12.866667106052716,35.99034350659973,34.235783246671346,14.330406643959313,15.750733149065958
CapturedFrames_-4.0_0.5_-2.0,-4.0,0.5,-2.0,16.449946408075913,12.084919604448537,10.169078999299256,11.670355381750518,37.130056171609205,32.885927832842775,13.729555839901877,13.92364680200323
CapturedFrames_-4.0_0.5_-3.0,-4.0,0.5,-3.0,16.22515361481009,10.490427282571337,11.223608195070227,13.692406444222623,39.86204233741101,32.01911548888211,12.321620497651436,14.378137109825344
CapturedFrames_-4.0_0.5_-4.0,-4.0,0.5,-4.0,16.06643171871886,4.2506325285035915,13.093022783992666,15.253534869088055,40.26352515250728,30.523770657210907,13.55200894478233,11.422220034245424
CapturedFrames_-4.0_0.5_-5.0,-4.0,0.5,-5.0,20.795040154438375,4.575310691816615,8.264626733242308,12.66572325061095,41.25936106410272,27.465183028265077,11.758588398002123,13.009025107081195
CapturedFrames_-4.0_0.5_-6.0,-4.0,0.5,-6.0,20.477982167776418,,13.577026380243083,11.07438746696693,51.03761448344394,,11.97170385883957,14.315768126383615
CapturedFrames_-4.0_0.5_0.0,-4.0,0.5,0.0,9.929935357726448,19.363594750178166,12.403989380020098,11.017774118213918,35.09173323639192,38.94082617955632,13.158707596202978,17.9600601937695
CapturedFrames_-4.0_0.5_1.0,-4.0,0.5,1.0,7.921054411789647,21.487846895750074,14.43378023201166,11.160875375451448,35.350530976106484,38.72964310005506,13.374978111557299,18.135996475434855
CapturedFrames_-4.0_0.5_2.0,-4.0,0.5,2.0,7.669143810830088,25.9146875523801,12.993551342317058,9.891252122966476,36.2667248850865,36.75207498030049,9.554996193565723,18.309494222381204
CapturedFrames_-4.0_0.5_3.0,-4.0,0.5,3.0,6.013404235358541,23.54027249922708,13.575705009159803,10.441200291029526,37.11364796281191,34.654215985360835,10.158196603170222,21.457502213545226
CapturedFrames_-4.0_0.5_4.0,-4.0,0.5,4.0,12.160235876693777,30.97950061976756,20.78171643332225,11.598675688068743,25.130139917035393,41.01702746640406,12.390535736612748,17.30360657748139
CapturedFrames_-4.0_0.5_5.0,-4.0,0.5,5.0,5.790179445521131,28.52403497542521,21.6223074419169,10.43080063114738,36.65638607142554,41.008257387672614,13.119608160083617,22.850085047061164
CapturedFrames_-4.0_0.5_6.0,-4.0,0.5,6.0,3.830214391281307,25.36136779894596,26.784940238267797,5.285504167575245,33.9309843353018,32.773156074917544,24.946341304522207,12.946896842467027
CapturedFrames_-5.0_0.5_-1.0,-5.0,0.5,-1.0,14.97361015228492,18.91194210502364,10.03115453106545,10.459462895827873,43.01310462644278,35.851166602700076,9.654565527543106,16.51809230924348
CapturedFrames_-5.0_0.5_-2.0,-5.0,0.5,-2.0,14.237795123959273,19.880906911702727,10.62651174909471,10.785859075644856,43.868821498530565,36.91254070330589,8.833456868708941,15.855111588937135
